0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,Class
-302.8224487,134.0165558,35.74682999,37.286129,21.22926331,36.47391129,15.79516315,23.42614555,6.06415081,14.40344715,1.778677583,10.00377846,2.096725941,10.62303352,3.639868259,8.379256248,0.663559139,7.041194439,0.916820288,3.76311779,-1.259152293,-0.234797284,0.357168734,1.582754374,2.346346378,2.257190704,1.555426955,-0.106692702,-0.267657965,-0.274695575,0.795572042,1.932362318,2.031121016,-0.343353868,3.570641518,0.44562903,2.839162111,0.663672507,1.373590112,0.996685684,1.117599368,-0.398454756,-0.707517266,-1.44794929,1.322206616,0.406905711,3.193835258,1.126297832,1.573735237,0.049889583,0.3635346,1.3424052,COPD
-355.4471741,143.3669739,50.82981873,36.34784698,18.89149666,21.86660576,7.733877659,9.680716515,2.652313709,7.654620647,3.655164719,7.264808178,2.691827774,4.179564476,1.871803522,3.741614819,2.506903648,3.071944952,1.693399191,2.087025404,2.936340094,2.581845522,2.751175165,1.6256814,2.787682295,1.330103636,2.158332825,0.833938062,2.05414176,0.985343337,2.09790659,1.505120754,1.758597851,0.625475228,1.681797862,0.951623261,1.573533893,1.627804637,1.906685472,1.669112444,1.500321984,1.693416357,1.40501678,1.570598602,1.022182822,1.494146347,1.315360188,1.360901356,0.905294657,1.339882851,0.888710201,1.417152524,COPD
-535.0445557,148.9335022,62.45515442,12.79162884,15.09780216,29.37622833,26.35134506,11.90720177,4.483058453,8.904259682,13.12594032,8.437511444,2.506016731,3.810271025,7.353813171,6.486149311,3.919278145,3.368115425,3.454670191,3.001557827,2.830411673,2.878678083,2.718320847,2.568721294,2.332421064,1.932510138,1.729713559,1.515995741,0.961781681,0.754918516,1.342760801,1.718230724,1.03951025,0.015071046,-0.438493699,-0.452435702,-0.338602722,0.002303542,0.247039527,-0.116543368,-0.533513486,-0.160307974,0.48423785,0.443796992,-0.037552379,-0.231522486,-0.052410383,0.205922931,0.167794332,-0.334944338,-0.715153217,-0.388057679,Bronchiolitis
-416.8374781,68.05717639,47.35917913,28.25019859,21.45937051,20.9031046,19.18637308,14.37621986,10.13809318,8.811830048,8.977383992,7.942849452,5.980597891,4.976606054,5.404835635,5.591603873,4.944590324,3.91510128,3.205118625,2.932404393,2.85175814,2.765743208,2.367321579,2.22088352,2.234103372,2.204808132,2.059217974,1.445664066,1.219564668,1.159933385,1.110996019,1.233658817,0.858169644,0.236410598,-0.27927825,-0.280603113,-0.095847231,0.077942882,-0.158545523,-0.310912256,-0.403672156,-0.077222435,0.333926223,0.489837237,0.149908106,-0.313103314,-0.223036448,0.027208137,0.061380857,-0.242959,-0.336652093,-0.317322081,Bronchiolitis
-532.3394775,147.0141907,62.48467255,13.28419971,14.96094227,29.11565208,26.27404022,11.8917284,4.521701336,8.894067764,12.99531174,8.425354004,2.622335434,3.785728455,7.240307331,6.510732174,3.983279228,3.337293386,3.437394619,3.040900946,2.835650921,2.855800629,2.71485734,2.568776846,2.331753254,1.942851543,1.723953128,1.499384642,0.969847918,0.769891679,1.324609041,1.695913553,1.053740263,0.034341976,-0.444592565,-0.454306155,-0.31513387,0.01713736,0.231116131,-0.126880512,-0.523367941,-0.164671123,0.475713849,0.452334315,-0.030169878,-0.23853609,-0.061711516,0.191490754,0.14771311,-0.337044626,-0.695605338,-0.377490759,Bronchiolitis
-581.1362915,157.1027985,61.87969589,11.70908356,15.98941326,29.53898811,26.02117157,11.91348839,4.075247765,8.692941666,13.72600079,8.542643547,1.856212735,3.749653816,7.732463837,6.343455315,3.737378836,3.600084782,3.423746586,2.556805611,2.543687582,2.84037137,2.76243186,2.671138048,2.346111774,1.823250294,1.650835156,1.435221314,0.833895385,0.784126997,1.617280006,1.908170342,0.874010503,-0.311870515,-0.642201364,-0.48899734,-0.208734959,0.246685863,0.308667749,-0.373445123,-0.733506501,-0.056318868,0.564556479,0.218709558,-0.44514513,-0.668403924,-0.365220189,0.238409191,0.441616178,-0.168136448,-0.692626357,-0.340739965,Bronchiolitis
-585.3847656,161.6020203,59.89171982,10.52099609,16.58520126,29.56632805,25.85228348,12.13859177,4.149822712,8.64821434,13.73524189,8.500457764,1.824416876,3.95864439,7.787415028,6.01006937,3.460690737,3.61328125,3.632653475,2.982296944,2.960594893,2.872229338,2.523027658,2.327479839,2.045981407,1.877827287,2.042331696,1.625092745,0.700008094,0.587169826,1.368846416,1.573210716,0.625314116,-0.288386643,-0.381082118,-0.279222697,-0.356471926,-0.118416525,0.179466277,-0.208864585,-0.667415977,-0.23244977,0.495487034,0.653265655,0.309740394,-0.131952867,-0.256062478,0.145561248,0.3443802,-0.255957305,-0.747585654,-0.318454832,Bronchiolitis
0.978946567,0.229425773,0.061179381,0.02924088,0.013545771,0.004665725,0.001929174,0.001444701,0.00164611,0.0009793,0.000432694,0.000307648,0.000236533,0.00025721,0.000241988,0.0002392,0.000189267,0.000140411,0.000110454,0.000116917,8.39E-05,7.66E-05,7.20E-05,4.02E-05,2.51E-05,1.21E-05,5.26E-06,1.88E-06,7.74E-07,5.54E-07,5.35E-07,5.77E-07,7.00E-07,5.66E-07,3.98E-07,2.70E-07,2.14E-07,1.89E-07,1.85E-07,1.75E-07,1.62E-07,1.53E-07,1.48E-07,1.44E-07,1.39E-07,1.41E-07,1.38E-07,1.40E-07,1.40E-07,1.43E-07,1.13E-07,2.15E-08,Bronchiolitis
-346.3063965,130.3061981,70.00492859,34.62933731,24.57435989,22.21321678,19.11916924,14.27723598,10.97177505,11.10478401,11.20196247,8.919342041,6.776750088,6.433024406,6.331747532,5.711790085,4.805380821,3.964422226,3.571022511,3.391613245,3.043589592,3.131554127,3.964159727,4.248610497,3.273183107,2.452698946,2.473665953,2.429172039,2.117327452,1.635377169,1.175176382,1.415413499,1.849852681,1.684514523,1.627111673,2.116137266,2.35650754,1.825071812,1.282344103,1.283436418,1.225549102,0.826314628,0.476394445,0.350420028,0.443042517,0.605897725,0.606961787,0.561981678,0.823025644,1.129599214,0.847399533,0.300878137,COPD
-439.9476624,57.58816147,49.042099,37.7129631,26.66961098,18.34655571,13.87883472,13.0489397,14.67922783,17.19721794,19.16127777,19.62735558,18.30265617,15.48788357,11.86667919,8.235104561,5.259356976,3.32332921,2.495594978,2.603014946,3.349952221,4.407757759,5.447452068,6.159137249,6.313593388,5.854011536,4.938217163,3.87176609,2.964981318,2.409540176,2.238792658,2.358814478,2.603097439,2.789413691,2.782180071,2.546570301,2.156788588,1.742359042,1.410168886,1.201664925,1.106022716,1.097300529,1.154935122,1.260581732,1.390791178,1.517621636,1.611320972,1.640150189,1.574848056,1.403442979,1.145658374,0.850530207,COPD
-299.3218994,108.54245,42.56110382,36.35606003,26.48660088,30.50427246,24.27043724,17.07645798,13.20182514,19.16797829,13.81663322,18.45347214,7.852301121,8.245986938,7.984506607,10.43928242,6.687969685,9.12168026,1.693224669,3.813758135,5.747599602,3.730343342,4.567849636,2.725958586,0.315044194,2.568324327,3.309566259,-0.277104199,2.640175343,1.437072992,2.985695362,4.563632965,1.827420354,-0.064514838,1.477484345,-2.938145638,-1.191725492,-1.037865162,-1.318539619,1.804023743,2.419498682,-1.678582788,0.609845698,-0.163371176,-0.406313717,1.556488633,-0.097617485,-1.716169238,0.917310059,0.945376635,1.427635193,0.602686226,COPD
-310.3959656,125.1551971,29.5417881,43.53248978,23.06455994,13.68003273,13.00336266,9.774699211,-3.884891272,5.39918232,4.22389698,5.814256191,4.392838955,8.396945,3.793358564,2.090071201,2.299616575,4.398687363,8.058930397,7.416279793,6.914981842,6.781382561,5.649589062,3.821214676,4.728512764,1.660150528,2.051742554,1.583042026,1.853648186,2.084456682,3.045958519,2.502156734,2.791570663,3.419502735,3.645656586,1.29282856,0.214447498,0.252161652,0.906376541,0.977327228,2.075570583,2.827466249,2.022847652,1.400746107,-0.135915935,-0.732847273,-0.680216193,0.206994712,1.512239933,3.531495333,3.078121662,2.023538351,COPD
-456.205719,71.35421753,57.31915283,40.14151382,25.15197182,15.16324043,10.26471615,9.098996162,10.08607388,11.88408184,13.42254543,13.9744463,13.2624073,11.40493965,8.749228477,5.778170586,3.086066246,1.250070095,0.580097795,0.968938768,2.008944035,3.254080296,4.376276493,5.143233776,5.365408421,4.945593357,3.982147455,2.785607576,1.759322643,1.22490406,1.300314426,1.879174829,2.702294827,3.483054876,4.026156902,4.275757313,4.275143623,4.090674877,3.773065805,3.372512579,2.958426714,2.598671913,2.316656113,2.08237505,1.856407404,1.640562654,1.476900935,1.394544601,1.364098549,1.312348723,1.183285475,0.982235312,COPD
-345.0915833,103.2235794,56.7530098,31.58369446,27.74523735,27.27866554,23.5001812,19.48353004,16.9535141,14.41315269,10.89548492,7.379958153,5.427442551,4.956206322,5.228021145,5.543517113,5.519770145,4.965491772,3.331050158,1.799558878,1.753739476,2.146833658,2.044275284,1.874556899,1.761394739,1.556187034,1.635159969,1.744002938,1.047422171,0.135675222,-0.093654461,-0.136048421,-0.271908224,-0.040232416,0.453840017,0.857688367,1.087681055,0.767328322,-0.028493222,-0.38220495,-0.267386585,-0.212531462,-0.024162779,0.234440595,0.221171439,-0.006062218,-0.275426388,-0.23545444,0.106277786,0.090284891,-0.286861509,-0.31392327,COPD
-328.434082,147.4845734,61.85033035,50.01140213,21.82735825,22.63516808,7.236886978,12.3539114,3.209211826,8.687039375,3.024337053,6.036273479,0.9447456,7.067576408,2.077438831,5.568630695,2.050080299,3.451079607,1.831350923,1.975188017,1.998815298,1.516917229,1.879456162,1.844670534,2.170726538,1.965308666,2.935388327,2.902106047,4.169262886,0.401672214,1.55822742,-0.290908962,0.558139801,0.515930235,0.911739349,-0.267966002,1.265364885,0.058534946,1.477792859,-0.132641017,0.42944625,0.497074068,-0.164415687,0.742935777,0.357870281,-0.247558698,0.171166584,0.126091972,1.040246129,0.509658575,0.582936823,2.116064787,COPD
-269.684082,107.5109558,45.25133514,49.50476837,28.35639381,32.35671616,17.84114838,22.45850945,11.36253357,16.08245087,7.368884563,11.40707016,4.602113724,8.023713112,2.741197109,5.352083683,2.107827187,4.296844482,1.954642773,2.776841402,1.795422316,1.79033339,1.626241088,1.028739452,1.513559699,0.45000568,1.56461668,0.107658617,1.526636243,0.072048515,1.405913711,-0.21078755,1.305376172,-0.372526318,1.083703518,-0.171277195,0.900942624,-0.02925916,0.976645112,0.282145858,0.761177242,0.33818993,0.669128835,0.403176218,0.197352827,0.297822475,0.249993339,0.534524024,0.147371307,0.256590545,0.297075093,0.529254973,COPD
-614.484314,117.206749,45.38825989,28.21681023,20.74715424,37.3204155,33.32434464,30.33023643,14.03775692,14.37243843,9.671627045,16.56601334,11.44016361,12.00948715,5.274681568,5.271713257,2.863373518,5.58378458,4.456627846,5.127974033,2.875123024,1.749795318,1.703780055,1.519353986,2.31301856,0.966634214,1.38214922,0.134261459,1.691162705,0.579277515,1.644876838,0.242433876,1.154356718,-0.290976852,0.348494798,-0.65740782,0.499790072,0.415786237,1.472803116,0.724195004,0.587031007,-0.434192002,-0.397239953,9.81E-05,0.787766576,0.93508184,0.091034636,-0.048394781,-0.23906593,0.737462282,0.592457473,0.592202544,Bronchiolitis
-448.2813748,32.254195,31.00547342,27.31902798,25.26023713,24.24512464,23.17232717,21.01966106,18.02193987,15.35320092,13.86404636,13.01911489,11.84046585,10.21934974,8.152788528,6.481319942,5.573753247,5.459963761,5.022725076,4.259787103,3.448683435,2.460075526,2.085971813,1.727962799,1.450960135,1.195702511,0.932073679,0.70716051,0.694764674,0.601917948,0.595538545,0.764450069,0.467772281,0.22697554,0.27228452,0.355358382,0.291354164,0.517073003,0.757061427,0.475013016,0.41565369,0.242808534,0.148158717,0.160285515,0.31402725,0.410149918,0.328909873,0.190855803,0.007602025,0.425830245,0.412169298,0.292976444,Bronchiolitis
-613.8622437,117.114212,45.34138489,28.13606071,20.78731728,37.20631409,33.31748581,30.2016201,14.06878567,14.32262325,9.719250679,16.49913597,11.46875477,11.96037292,5.324570179,5.252028942,2.886804819,5.54791975,4.475611687,5.107647419,2.891482592,1.741611958,1.735343814,1.537700653,2.316589832,0.974904835,1.387362003,0.144539222,1.685171604,0.579281986,1.632353783,0.252391905,1.138794422,-0.283682734,0.331741512,-0.639295459,0.473993003,0.430837482,1.464328408,0.734410405,0.557132185,-0.421642601,-0.409663707,-0.008324387,0.775866449,0.937444508,0.091063701,-0.031784508,-0.245133743,0.71480161,0.582676947,0.585292995,Bronchiolitis
-654.0797119,118.3739319,44.94395828,28.62386894,19.90485954,38.10303497,32.54743576,30.37566948,12.92820358,14.50759792,8.979201317,16.76899529,10.48385715,12.10044479,4.563035965,5.487140179,2.415093184,5.77666235,3.865007162,5.148236752,2.606665373,1.826650977,1.649264812,1.693883538,1.876553893,0.598434746,1.27807188,0.173087791,1.660904527,0.199392676,1.770347476,0.280651838,1.308626056,-0.487421781,0.293087214,-0.893529534,0.404358327,0.230727196,1.287565112,0.291822195,0.765755892,-0.613393903,-0.294091851,-0.239748552,0.749721706,0.773343325,0.047340557,-0.309471101,-0.190890282,0.704132318,0.774780273,0.838741124,Bronchiolitis
-651.6034546,114.6744919,47.3000679,26.30185127,22.31310272,35.84039307,35.03136444,28.73283768,15.35391617,12.91091347,10.52917767,15.28157616,12.32244682,11.16165829,6.19302845,4.640603065,3.707189083,4.948812962,4.7795434,4.685740948,3.08109045,1.455465794,1.796261787,1.628895044,2.372750282,0.8665573,1.046489716,0.188498408,1.48085618,1.178860307,1.196041942,0.240330711,0.645948529,-0.315959722,-0.104829893,-0.373433292,0.210824594,0.800202489,1.280856252,1.008805871,0.381875664,-0.098068647,-0.449664354,0.117091998,0.652907491,1.034322023,0.007037872,0.236403897,-0.079417139,0.592401326,0.437466472,0.464202762,Bronchiolitis
0.319902241,0.050201185,0.006978411,0.000857457,0.000285852,0.000155052,7.47E-05,3.84E-05,2.51E-05,1.69E-05,1.56E-05,1.48E-05,1.67E-05,1.43E-05,9.94E-06,9.28E-06,1.03E-05,1.19E-05,1.65E-05,1.74E-05,1.44E-05,1.35E-05,1.53E-05,1.31E-05,1.29E-05,6.50E-06,2.43E-06,1.15E-06,8.75E-07,7.66E-07,6.72E-07,5.62E-07,4.48E-07,3.67E-07,3.37E-07,3.14E-07,2.93E-07,2.72E-07,2.61E-07,2.53E-07,2.50E-07,2.34E-07,2.15E-07,2.03E-07,1.90E-07,1.85E-07,1.87E-07,1.79E-07,1.74E-07,1.71E-07,1.35E-07,2.46E-08,Bronchiolitis
-354.0254822,109.472847,35.5560379,29.63217545,27.2282753,25.84571838,19.13191605,13.2744503,11.47989655,13.12570286,8.718410492,6.180356026,6.926002026,6.773705006,5.520048618,3.494202852,2.127992868,2.86049819,1.885038376,2.362953901,2.893823147,0.563999236,1.067175031,2.272438288,2.406190634,2.599160194,3.286888361,1.461125016,0.704082847,1.195807576,3.696438551,4.812779427,4.344826698,3.016762972,1.329101086,-0.351856202,-1.684616923,-0.333233148,0.234011814,2.325615883,1.30450964,0.765509188,0.169837475,0.806029022,2.308419943,0.587684631,1.358421922,1.36073792,1.729302764,1.50714922,1.189574361,0.876315713,COPD
-267.7827759,110.7880096,47.76285934,51.96019363,29.2000618,33.1319046,18.27694702,22.86679459,11.15950584,15.84951687,6.444327354,11.03677273,4.185910225,8.009897232,2.770524979,5.591959953,1.749612212,3.78375721,1.682009697,2.603806973,1.512949109,1.587685227,1.392370343,1.147391677,1.657964468,0.342266858,1.255741358,-0.05673847,1.613538742,0.293785185,1.655760407,-0.179283917,1.096640587,-0.283068687,0.876078784,-0.456216574,1.089635968,-0.154572949,0.709527194,-0.115881518,0.57897836,-0.023541072,0.449908942,0.26645571,0.451381326,0.542504311,0.54524219,0.627626061,0.298813641,0.60138309,0.072092511,0.478327423,COPD
-441.5042419,100.9939117,74.07254028,43.25049591,19.7022171,7.839007378,5.503939629,8.018133163,11.72774506,14.87388325,16.77924538,17.14522362,15.96419716,13.53159904,10.291605,6.760502815,3.605379343,1.557006001,1.005493999,1.666591525,2.771150112,3.649909496,4.11870575,4.323728561,4.335460663,4.00124979,3.178547144,2.013809204,0.929041028,0.339612782,0.388733745,0.909690559,1.590725899,2.182613611,2.613315105,2.961360931,3.323809147,3.683657646,3.89391923,3.802865267,3.403913021,2.85453558,2.338686466,1.917271733,1.525631547,1.109934449,0.734915495,0.53097254,0.539548457,0.637655735,0.632899702,0.429038018,COPD
-509.6867065,136.9207764,75.09013367,27.39672089,12.16425514,15.59111786,18.81526566,15.44395542,10.06312084,8.323255539,10.33732224,12.36222839,11.80152035,9.357766151,7.386646271,6.869417667,6.726991653,5.964320183,4.797758579,3.659696341,2.764997959,2.570245743,3.372493505,4.428062439,4.447021008,3.235225201,2.019875765,1.943349123,2.921099186,3.828017712,3.566755772,2.342178345,1.403883338,1.312993646,1.511683583,1.53305757,1.597566485,2.008097649,2.381025314,1.955938935,0.941211939,0.478822291,0.790622652,0.95256573,0.684894085,0.562932193,0.715203881,0.80133462,0.769894004,0.799155235,0.935935915,1.079347014,COPD
-253.9850311,115.9185333,49.7050209,50.15187073,25.87438202,30.45613861,15.5321846,21.61791801,9.559485435,14.64423561,3.841928959,8.296348572,0.915840149,6.408844948,2.498486996,6.742953777,3.363236427,5.502061844,2.629382133,3.063541412,1.902646422,2.346228838,2.948589802,2.359133005,2.797144413,1.251061559,1.654991388,-0.217648,1.494110942,0.376082301,2.125872374,0.993121147,2.399799824,0.831282914,2.213012934,1.073199511,2.674542189,1.686636448,2.521679163,1.498883486,1.709541678,0.510033607,0.975359738,0.822685063,1.241288066,1.309135556,1.175653815,0.86411202,0.174129367,0.163184837,0.29120931,1.246275067,COPD
-653.4104004,146.3764648,47.99365997,32.78599167,7.437708378,11.54023647,5.14756155,12.344244,7.969558239,13.20794678,8.931591988,11.86261463,7.880493641,9.298948288,5.608250618,5.862370491,3.738322496,4.144788265,3.189725637,3.722650528,4.828742504,4.171909332,3.717267036,2.059904575,4.140156746,5.612736702,7.174044132,4.408986568,3.026654005,0.434844434,1.182070374,0.697014213,2.231987953,1.952006221,2.79958725,2.103338718,1.60471046,0.27947852,0.471447855,0.950389802,1.279955268,0.892097294,0.517895699,0.530457199,0.113728963,0.569039881,0.224507064,0.554251075,0.304402322,1.022709012,0.640167832,1.127774,COPD
-277.5281677,159.8575287,59.84621429,27.02192116,22.53422356,19.15686798,16.92390251,15.42987537,14.58220005,13.53522396,10.55327892,6.750988007,4.95645237,5.862509727,7.04399395,7.123511314,5.947340965,3.741950512,1.882600307,1.464141726,2.169891834,2.91926527,3.494493246,3.443257332,2.890193462,2.607875109,2.373438597,1.45819521,0.770774961,1.043704033,1.211014867,1.111279964,1.413699985,1.40373826,0.74614948,0.637245476,1.009043336,0.606673241,0.304679275,1.090076327,1.186820507,0.410483062,0.304156095,0.545101345,0.188833043,-0.328764319,0.166529521,0.959646702,0.812329769,0.369467825,0.273711801,0.082454368,COPD
-380.5690308,113.7713318,49.16055679,37.95840836,21.68538284,22.94843864,17.83859825,18.8020668,12.63870811,11.87155342,7.131037712,6.636880875,3.976956129,4.883810043,4.587148666,5.785936356,5.97675848,5.876980305,5.125840187,4.318739891,4.266280174,3.429359198,3.517680645,2.517388821,2.970097065,2.077970982,2.739888668,1.669020534,1.84313035,1.272237897,1.585295558,1.378787041,2.03263998,2.007298946,2.631738424,2.789569855,2.67654562,2.551822424,1.917736411,1.503616452,0.678323269,0.659869969,0.514057875,0.879017651,0.873629391,1.323419452,0.660393476,0.891693234,0.700746953,0.904081047,1.160418272,1.055657983,COPD
-394.3823853,82.11482239,62.61903763,43.36410522,29.94146919,21.99671364,17.47542763,14.82381535,13.20991898,12.19434834,11.27224922,10.16902733,8.973574638,7.741957664,6.428255558,5.207256794,4.300225735,3.808945417,3.68320632,3.719116211,3.686455488,3.587882757,3.573566675,3.772857666,4.114710808,4.200627327,3.642832518,2.730506897,2.25370574,2.664011478,3.651455641,4.493253231,4.595785141,3.745422602,2.213261127,0.845378697,0.585032582,1.577189803,2.91768837,3.42805481,2.762792826,1.706671596,1.237611175,1.49779892,1.945306301,2.137044668,2.059996843,1.905074358,1.794373751,1.704202771,1.544216394,1.275293231,COPD
-523.0343628,93.04131317,59.6817627,34.67161179,28.04993439,31.44280243,31.75177956,24.51633263,14.42469978,7.961123466,6.607243061,7.855820179,8.568593979,7.303419113,4.686279774,2.865623474,3.015166521,4.419716835,5.430054665,5.046779633,3.505938768,2.173427582,2.027724028,2.796008587,3.395115376,3.123789787,2.26036644,1.677870631,1.803885221,2.335948467,2.613532782,2.292519808,1.646345615,1.109336257,0.815026999,0.735897243,0.879205763,1.232995152,1.581298828,1.502108097,0.894906104,0.273556203,0.231516689,0.723884821,1.133304477,0.985610723,0.464883953,0.103208996,0.183867469,0.530246377,0.807062984,0.810568452,Bronchiolitis
